time,address,binaryaddress,bank,row,column,delay,command
17250000, 2059584, 00000000000111110110110101000000, 0, 251, 424, 256250, R
17297500, 2059648, 00000000000111110110110110000000, 0, 251, 432, 213750, R
17345000, 2059712, 00000000000111110110110111000000, 0, 251, 440, 171250, R
17392500, 2059776, 00000000000111110110111000000000, 0, 251, 448, 128750, R
17440000, 2059840, 00000000000111110110111001000000, 0, 251, 456, 86250, R
17487500, 2059904, 00000000000111110110111010000000, 0, 251, 464, 43750, R
17492500, 2059968, 00000000000111110110111011000000, 0, 251, 472, 43750, R
17497500, 2060032, 00000000000111110110111100000000, 0, 251, 480, 43750, R
17502500, 2060096, 00000000000111110110111101000000, 0, 251, 488, 43750, R
17507500, 2060160, 00000000000111110110111110000000, 0, 251, 496, 43750, R
17512500, 2060224, 00000000000111110110111111000000, 0, 251, 504, 43750, R
17517500, 2060288, 00000000000111110111000000000000, 0, 251, 512, 43750, R
17522500, 2060352, 00000000000111110111000001000000, 0, 251, 520, 43750, R
17527500, 2060416, 00000000000111110111000010000000, 0, 251, 528, 43750, R
17532500, 2060480, 00000000000111110111000011000000, 0, 251, 536, 43750, R
17537500, 2060544, 00000000000111110111000100000000, 0, 251, 544, 43750, R
17542500, 2060608, 00000000000111110111000101000000, 0, 251, 552, 43750, R
17547500, 2060672, 00000000000111110111000110000000, 0, 251, 560, 43750, R
17552500, 2060736, 00000000000111110111000111000000, 0, 251, 568, 43750, R
17557500, 2060800, 00000000000111110111001000000000, 0, 251, 576, 43750, R
17562500, 2058240, 00000000000111110110100000000000, 0, 251, 256, 43750, R
17567500, 70752896, 00000100001101111001101010000000, 0, 8636, 848, 71250, R
17572500, 23187840, 00000001011000011101000110000000, 0, 2830, 560, 113750, R
17577500, 11521472, 00000000101011111100110111000000, 0, 1406, 440, 156250, R
17582500, 8961088, 00000000100010001011110001000000, 0, 1093, 904, 198750, R
17587500, 19047168, 00000001001000101010001100000000, 0, 2325, 96, 241250, R
17592500, 20980096, 00000001010000000010000110000000, 0, 2561, 48, 283750, R
17597500, 14479552, 00000000110111001111000011000000, 0, 1767, 536, 326250, R
17602500, 39507072, 00000010010110101101010010000000, 0, 4822, 656, 368750, R
