address,addressgrowth,column,columngrowth,row,rowgrowth,time,timegrowth,delay
64415296.0,0.4894603185101181,-824.0,-25.75,7864.0,0.4895113600995954,5000.0,0.0047619047619047615,113750.0
-54408704.0,-0.7048121851651651,320.0,0.9090909090909092,-6642.0,-0.7048710601719198,5000.0,0.0047393364928909965,156250.0
-54408704.0,-0.7048121851651651,320.0,0.9090909090909092,-6642.0,-0.7048710601719198,5000.0,0.0047393364928909965,156250.0
-63111552.0,-4.480928795383287,-48.0,-0.15789473684210525,-7704.0,-4.481675392670157,5000.0,0.0047169811320754715,198750.0
-63111552.0,-4.480928795383287,-48.0,-0.15789473684210525,-7704.0,-4.481675392670157,5000.0,0.0047169811320754715,198750.0
54452416.0,0.7944978424467896,24.0,0.07317073170731707,6647.0,0.7945254601960315,5000.0,0.004694835680751174,241250.0
54452416.0,0.7944978424467896,24.0,0.07317073170731707,6647.0,0.7945254601960315,5000.0,0.004694835680751174,241250.0
-47277760.0,-2.2238796534346457,-216.0,-1.9285714285714288,-5771.0,-2.2238921001926784,5000.0,0.004672897196261682,283750.0
-47277760.0,-2.2238796534346457,-216.0,-1.9285714285714288,-5771.0,-2.2238921001926784,5000.0,0.004672897196261682,283750.0
13105408.0,0.3813642340198084,800.0,0.8771929824561403,1599.0,0.3812589413447783,5000.0,0.004651162790697674,326250.0
13105408.0,0.3813642340198084,800.0,0.8771929824561403,1599.0,0.3812589413447783,5000.0,0.004651162790697674,326250.0
42104704.0,0.5506096254536202,-272.0,-0.425,5140.0,0.5506749517891579,5000.0,0.0046296296296296285,368750.0
42104704.0,0.5506096254536202,-272.0,-0.425,5140.0,0.5506749517891579,5000.0,0.0046296296296296285,368750.0
-21358528.0,-0.3875566858861579,-248.0,-0.6326530612244898,-2607.0,-0.387542738219117,32500.0,0.02921348314606742,411250.0
-21358528.0,-0.3875566858861579,-248.0,-0.6326530612244898,-2607.0,-0.387542738219117,32500.0,0.02921348314606742,411250.0
60823808.0,0.5246392860632512,-224.0,-1.3333333333333333,7425.0,0.5246608253250424,47500.0,0.040948275862068964,426250.0
64.0,1.4813915006644042e-06,8.0,0.010309278350515464,0.0,0.0,47500.0,0.01944728761514841,426250.0
64.0,1.4813893061468769e-06,8.0,0.010204081632653059,0.0,0.0,47500.0,0.019076305220883532,383750.0
64.0,1.4813893061468769e-06,8.0,0.010204081632653059,0.0,0.0,47500.0,0.019076305220883532,383750.0
64.0,1.4813871116358514e-06,8.0,0.010101010101010102,0.0,0.0,47500.0,0.0187192118226601,341250.0
64.0,1.4813871116358514e-06,8.0,0.010101010101010102,0.0,0.0,47500.0,0.0187192118226601,341250.0
64.0,1.4813849171313275e-06,8.0,0.01,0.0,0.0,47500.0,0.0183752417794971,298750.0
64.0,1.4813849171313275e-06,8.0,0.01,0.0,0.0,47500.0,0.0183752417794971,298750.0
64.0,1.481382722633306e-06,8.0,0.0099009900990099,0.0,0.0,47500.0,0.018043684710351376,256250.0
64.0,1.481382722633306e-06,8.0,0.0099009900990099,0.0,0.0,47500.0,0.018043684710351376,256250.0
64.0,1.481380528141786e-06,8.0,0.00980392156862745,0.0,0.0,47500.0,0.017723880597014924,213750.0
64.0,1.481380528141786e-06,8.0,0.00980392156862745,0.0,0.0,47500.0,0.017723880597014924,213750.0
64.0,1.4813783336567675e-06,8.0,0.009708737864077669,0.0,0.0,47500.0,0.017415215398716773,171250.0
64.0,1.4813783336567675e-06,8.0,0.009708737864077669,0.0,0.0,47500.0,0.017415215398716773,171250.0
64.0,1.481376139178251e-06,8.0,0.009615384615384616,0.0,0.0,47500.0,0.017117117117117116,128750.0
64.0,1.481376139178251e-06,8.0,0.009615384615384616,0.0,0.0,47500.0,0.017117117117117116,128750.0
64.0,1.4813739447062362e-06,8.0,0.009523809523809523,0.0,0.0,47500.0,0.01682905225863596,86250.0
64.0,1.4813739447062362e-06,8.0,0.009523809523809523,0.0,0.0,47500.0,0.01682905225863596,86250.0
64.0,1.4813717502407229e-06,8.0,0.009433962264150943,0.0,0.0,5000.0,0.0017683465959328027,43750.0
84509760.0,0.6617326479128184,136.0,0.2297297297297297,10316.0,0.6617486689332222,5000.0,0.001710863986313088,43750.0
-44055616.0,-0.5266395684482483,120.0,0.16853932584269662,-5378.0,-0.5266869062775438,5000.0,0.0017079419299743806,71250.0
-44055616.0,-0.5266395684482483,120.0,0.16853932584269662,-5378.0,-0.5266869062775438,5000.0,0.0017079419299743806,71250.0
-34459008.0,-0.7004546785052199,-432.0,-1.542857142857143,-4206.0,-0.7004163197335553,5000.0,0.0017050298380221654,113750.0
-34459008.0,-0.7004546785052199,-432.0,-1.542857142857143,-4206.0,-0.7004163197335553,5000.0,0.0017050298380221654,113750.0
7887808.0,0.1381813656351116,-136.0,-0.9444444444444444,963.0,0.13820321469575197,5000.0,0.001702127659574468,156250.0
7887808.0,0.1381813656351116,-136.0,-0.9444444444444444,963.0,0.13820321469575197,5000.0,0.001702127659574468,156250.0
30281280.0,0.3466093605661847,456.0,0.76,3696.0,0.34658664666166544,5000.0,0.0016992353440951572,198750.0
30281280.0,0.3466093605661847,456.0,0.76,3696.0,0.34658664666166544,5000.0,0.0016992353440951572,198750.0
-75880000.0,-6.607288148816887,312.0,0.34210526315789475,-9263.0,-6.611705924339758,5000.0,0.001696352841391009,241250.0
-75880000.0,-6.607288148816887,312.0,0.34210526315789475,-9263.0,-6.611705924339758,5000.0,0.001696352841391009,241250.0
120494336.0,0.9129837268192764,-224.0,-0.32558139534883723,14709.0,0.9130353817504656,5000.0,0.001693480101608806,283750.0
120494336.0,0.9129837268192764,-224.0,-0.32558139534883723,14709.0,0.9130353817504656,5000.0,0.001693480101608806,283750.0
-64251904.0,-0.9486935732307722,-256.0,-0.5925925925925926,-7843.0,-0.9487117454941332,5000.0,0.0016906170752324595,326250.0
-64251904.0,-0.9486935732307722,-256.0,-0.5925925925925926,-7843.0,-0.9487117454941332,5000.0,0.0016906170752324595,326250.0
64740096.0,0.4887268974593607,-160.0,-0.5882352941176471,7903.0,0.4887445887445888,5000.0,0.0016877637130801688,368750.0
64740096.0,0.4887268974593607,-160.0,-0.5882352941176471,7903.0,0.4887445887445888,5000.0,0.0016877637130801688,368750.0
-129368512.0,-41.754621883456245,-56.0,-0.25925925925925924,-15792.0,-41.77777777777778,32500.0,0.01085141903171953,411250.0
-129368512.0,-41.754621883456245,-56.0,-0.25925925925925924,-15792.0,-41.77777777777778,32500.0,0.01085141903171953,411250.0
90774016.0,0.9669944878319828,-192.0,-8.0,11081.0,0.9670128283445328,47500.0,0.01561216105176664,426250.0
64.0,9.62222194424692e-07,8.0,0.03448275862068965,0.0,0.0,47500.0,0.009429280397022332,426250.0
64.0,9.622212685540315e-07,8.0,0.03333333333333333,0.0,0.0,47500.0,0.009341199606686331,383750.0
64.0,9.622212685540315e-07,8.0,0.03333333333333333,0.0,0.0,47500.0,0.009341199606686331,383750.0
64.0,9.622203426851528e-07,8.0,0.03225806451612903,0.0,0.0,47500.0,0.009254749147588894,341250.0
64.0,9.622203426851528e-07,8.0,0.03225806451612903,0.0,0.0,47500.0,0.009254749147588894,341250.0
64.0,9.62219416818056e-07,8.0,0.03125,0.0,0.0,47500.0,0.00916988416988417,298750.0
64.0,9.62219416818056e-07,8.0,0.03125,0.0,0.0,47500.0,0.00916988416988417,298750.0
64.0,9.622184909527406e-07,8.0,0.030303030303030307,0.0,0.0,47500.0,0.009086561453849831,256250.0
64.0,9.622184909527406e-07,8.0,0.030303030303030307,0.0,0.0,47500.0,0.009086561453849831,256250.0
64.0,9.622175650892073e-07,8.0,0.029411764705882356,0.0,0.0,47500.0,0.00900473933649289,213750.0
64.0,9.622175650892073e-07,8.0,0.029411764705882356,0.0,0.0,47500.0,0.00900473933649289,213750.0
-576.0,-8.660033081326371e-06,-72.0,-0.36,0.0,0.0,47500.0,0.008924377642085486,171250.0
-576.0,-8.660033081326371e-06,-72.0,-0.36,0.0,0.0,47500.0,0.008924377642085486,171250.0
-53453056.0,-4.093073858262314,-32.0,-0.19047619047619047,-6525.0,-4.093475533249686,47500.0,0.008845437616387336,128750.0
-53453056.0,-4.093073858262314,-32.0,-0.19047619047619047,-6525.0,-4.093475533249686,47500.0,0.008845437616387336,128750.0
115314240.0,0.8982704485606514,456.0,0.7307692307692307,14076.0,0.8982769623484365,47500.0,0.008767881864328565,113750.0
-82739712.0,-1.8131186626088664,-64.0,-0.11428571428571427,-10100.0,-1.8132854578096949,5000.0,0.0009220839096357767,113750.0
80732544.0,0.6388763398491549,48.0,0.07894736842105263,9855.0,0.6388978930307941,5000.0,0.0009212344541685859,156250.0
80732544.0,0.6388763398491549,48.0,0.07894736842105263,9855.0,0.6388978930307941,5000.0,0.0009212344541685859,156250.0
-86403648.0,-2.1621010891724946,-328.0,-1.1714285714285717,-10547.0,-2.162156621566216,5000.0,0.0009203865623561896,198750.0
-86403648.0,-2.1621010891724946,-328.0,-1.1714285714285717,-10547.0,-2.162156621566216,5000.0,0.0009203865623561896,198750.0
-37252544.0,-13.7449466326627,584.0,0.6759259259259259,-4548.0,-13.78181818181818,5000.0,0.0009195402298850574,241250.0
-37252544.0,-13.7449466326627,584.0,0.6759259259259259,-4548.0,-13.78181818181818,5000.0,0.0009195402298850574,241250.0
34878272.0,0.927896329264576,-408.0,-0.8947368421052632,4258.0,0.9280732345248476,5000.0,0.0009186954524575103,283750.0
34878272.0,0.927896329264576,-408.0,-0.8947368421052632,4258.0,0.9280732345248476,5000.0,0.0009186954524575103,283750.0
7686784.0,0.1697786485390012,336.0,0.42424242424242425,938.0,0.16974303293521534,5000.0,0.0009178522257916477,326250.0
7686784.0,0.1697786485390012,336.0,0.42424242424242425,938.0,0.16974303293521534,5000.0,0.0009178522257916477,326250.0
-8785088.0,-0.24075171881577104,-408.0,-1.0625,-1072.0,-0.24068253255500674,5000.0,0.0009170105456212746,368750.0
-8785088.0,-0.24075171881577104,-408.0,-1.0625,-1072.0,-0.24068253255500674,5000.0,0.0009170105456212746,368750.0
-6367040.0,-0.2113666542731184,-232.0,-1.5263157894736843,-777.0,-0.21131357084579824,32500.0,0.005925250683682771,411250.0
-6367040.0,-0.2113666542731184,-232.0,-1.5263157894736843,-777.0,-0.21131357084579824,32500.0,0.005925250683682771,411250.0
95896064.0,0.7609635301472638,64.0,0.2962962962962963,11706.0,0.7609699018396932,47500.0,0.00858563036601898,426250.0
64.0,7.027411825306975e-07,8.0,0.043478260869565216,0.0,0.0,47500.0,0.008370044052863436,426250.0
64.0,7.027406886858749e-07,8.0,0.04166666666666666,0.0,0.0,47500.0,0.008300567933595456,383750.0
64.0,7.027406886858749e-07,8.0,0.04166666666666666,0.0,0.0,47500.0,0.008300567933595456,383750.0
64.0,7.027401948417465e-07,8.0,0.04,0.0,0.0,47500.0,0.008232235701906412,341250.0
64.0,7.027401948417465e-07,8.0,0.04,0.0,0.0,47500.0,0.008232235701906412,341250.0
64.0,7.027397009983121e-07,8.0,0.038461538461538464,0.0,0.0,47500.0,0.008165019338203695,298750.0
64.0,7.027397009983121e-07,8.0,0.038461538461538464,0.0,0.0,47500.0,0.008165019338203695,298750.0
64.0,7.027392071555718e-07,8.0,0.037037037037037035,0.0,0.0,47500.0,0.008098891730605285,256250.0
64.0,7.027392071555718e-07,8.0,0.037037037037037035,0.0,0.0,47500.0,0.008098891730605285,256250.0
64.0,7.027387133135254e-07,8.0,0.03571428571428571,0.0,0.0,47500.0,0.008033826638477801,213750.0
64.0,7.027387133135254e-07,8.0,0.03571428571428571,0.0,0.0,47500.0,0.008033826638477801,213750.0
64.0,7.027382194721733e-07,8.0,0.03448275862068965,0.0,0.0,47500.0,0.00796979865771812,171250.0
64.0,7.027382194721733e-07,8.0,0.03448275862068965,0.0,0.0,47500.0,0.00796979865771812,171250.0
64.0,7.027377256315153e-07,8.0,0.03333333333333333,0.0,0.0,47500.0,0.007906783187682065,128750.0
64.0,7.027377256315153e-07,8.0,0.03333333333333333,0.0,0.0,47500.0,0.007906783187682065,128750.0
64.0,7.027372317915512e-07,8.0,0.03225806451612903,0.0,0.0,47500.0,0.007844756399669695,86250.0
64.0,7.027372317915512e-07,8.0,0.03225806451612903,0.0,0.0,47500.0,0.007844756399669695,86250.0
64.0,7.027367379522814e-07,8.0,0.03125,0.0,0.0,5000.0,0.0008250825082508251,43750.0
17358848.0,0.16009283344459416,0.0,0.0,2119.0,0.16009368389241466,5000.0,0.0008223684210526315,43750.0
-16306368.0,-0.17700548133636232,488.0,0.8714285714285714,-1991.0,-0.17705646954201867,5000.0,0.0008216926869350862,71250.0
-16306368.0,-0.17700548133636232,488.0,0.8714285714285714,-1991.0,-0.17705646954201867,5000.0,0.0008216926869350862,71250.0
-63882560.0,-2.2620534146148006,-168.0,-0.42857142857142855,-7798.0,-2.262257035102988,5000.0,0.0008210180623973727,113750.0
-63882560.0,-2.2620534146148006,-168.0,-0.42857142857142855,-7798.0,-2.262257035102988,5000.0,0.0008210180623973727,113750.0
64.0,2.266206777771231e-06,8.0,0.02,0.0,0.0,5000.0,0.0008203445447087777,156250.0
64.0,2.266175964031255e-06,8.0,0.017857142857142856,0.0,0.0,32500.0,0.005282405526208858,156250.0
64.0,2.2661708284893933e-06,8.0,0.017543859649122806,0.0,0.0,47500.0,0.007661290322580646,128750.0
64.0,2.2661708284893933e-06,8.0,0.017543859649122806,0.0,0.0,47500.0,0.007661290322580646,128750.0
64.0,2.266165692970808e-06,8.0,0.017241379310344827,0.0,0.0,47500.0,0.007603041216486596,86250.0
64.0,2.266165692970808e-06,8.0,0.017241379310344827,0.0,0.0,47500.0,0.007603041216486596,86250.0
64.0,2.266160557475497e-06,8.0,0.01694915254237288,0.0,0.0,5000.0,0.0007996801279488205,43750.0
95726976.0,0.7721950035880413,432.0,0.5744680851063829,11685.0,0.7722045995241872,5000.0,0.0007984031936127744,43750.0
-104960768.0,-5.5223349877768735,-608.0,-4.222222222222221,-12812.0,-5.522413793103448,5000.0,0.0007977662544874351,71250.0
-104960768.0,-5.5223349877768735,-608.0,-4.222222222222221,-12812.0,-5.522413793103448,5000.0,0.0007977662544874351,71250.0
83682944.0,0.8149120860766184,208.0,0.5909090909090909,10215.0,0.8149182289589151,5000.0,0.0007971303308090872,113750.0
83682944.0,0.8149120860766184,208.0,0.5909090909090909,10215.0,0.8149182289589151,5000.0,0.0007971303308090872,113750.0
-55566336.0,-1.1791715333423876,0.0,0.0,-6783.0,-1.1792420027816413,5000.0,0.0007964954201513341,156250.0
-55566336.0,-1.1791715333423876,0.0,0.0,-6783.0,-1.1792420027816413,5000.0,0.0007964954201513341,156250.0
32919040.0,0.4112708489917324,448.0,0.56,4018.0,0.4112589559877175,5000.0,0.0007958615200955034,198750.0
32919040.0,0.4112708489917324,448.0,0.56,4018.0,0.4112589559877175,5000.0,0.0007958615200955034,198750.0
7360064.0,0.08420903869994091,-568.0,-2.4482758620689653,899.0,0.08426281750866997,5000.0,0.0007952286282306162,241250.0
7360064.0,0.08420903869994091,-568.0,-2.4482758620689653,899.0,0.08426281750866997,5000.0,0.0007952286282306162,241250.0
19021888.0,0.17873650382048473,8.0,0.03333333333333333,2322.0,0.17873912708798398,5000.0,0.0007945967421533573,283750.0
19021888.0,0.17873650382048473,8.0,0.03333333333333333,2322.0,0.17873912708798398,5000.0,0.0007945967421533573,283750.0
-52620480.0,-0.9780083574902788,616.0,0.7196261682242991,-6424.0,-0.9782244556113904,5000.0,0.0007939658594680427,326250.0
-52620480.0,-0.9780083574902788,616.0,0.7196261682242991,-6424.0,-0.9782244556113904,5000.0,0.0007939658594680427,326250.0
-22913216.0,-0.7417561699235907,-24.0,-0.02884615384615385,-2797.0,-0.7419098143236075,5000.0,0.0007933359777865926,368750.0
-22913216.0,-0.7417561699235907,-24.0,-0.02884615384615385,-2797.0,-0.7419098143236075,5000.0,0.0007933359777865926,368750.0
-10011328.0,-0.4794888378694017,-88.0,-0.11827956989247312,-1222.0,-0.4795918367346938,32500.0,0.005130228887134964,411250.0
-10011328.0,-0.4794888378694017,-88.0,-0.11827956989247312,-1222.0,-0.4795918367346938,32500.0,0.005130228887134964,411250.0
36733376.0,0.6375933685552924,56.0,0.07,4484.0,0.6376564277588168,47500.0,0.007442224833529181,426250.0
64.0,6.013409904086112e-07,8.0,0.00980392156862745,0.0,0.0,47500.0,0.004869297796002051,426250.0
64.0,6.013406287978418e-07,8.0,0.009708737864077669,0.0,0.0,47500.0,0.0048457026268808965,383750.0
64.0,6.013406287978418e-07,8.0,0.009708737864077669,0.0,0.0,47500.0,0.0048457026268808965,383750.0
64.0,6.013402671875075e-07,8.0,0.009615384615384616,0.0,0.0,47500.0,0.004822335025380711,341250.0
64.0,6.013402671875075e-07,8.0,0.009615384615384616,0.0,0.0,47500.0,0.004822335025380711,341250.0
64.0,6.013399055776082e-07,8.0,0.009523809523809523,0.0,0.0,47500.0,0.0047991917150795645,298750.0
64.0,6.013399055776082e-07,8.0,0.009523809523809523,0.0,0.0,47500.0,0.0047991917150795645,298750.0
64.0,6.013395439681436e-07,8.0,0.009433962264150943,0.0,0.0,47500.0,0.004776269482151836,256250.0
64.0,6.013395439681436e-07,8.0,0.009433962264150943,0.0,0.0,47500.0,0.004776269482151836,256250.0
64.0,6.013391823591137e-07,8.0,0.009345794392523364,0.0,0.0,47500.0,0.0047535651738804105,213750.0
64.0,6.013391823591137e-07,8.0,0.009345794392523364,0.0,0.0,47500.0,0.0047535651738804105,213750.0
64.0,6.013388207505189e-07,8.0,0.009259259259259259,0.0,0.0,47500.0,0.004731075697211156,171250.0
64.0,6.013388207505189e-07,8.0,0.009259259259259259,0.0,0.0,47500.0,0.004731075697211156,171250.0
64.0,6.013384591423591e-07,8.0,0.009174311926605505,0.0,0.0,47500.0,0.004708798017348203,128750.0
64.0,6.013384591423591e-07,8.0,0.009174311926605505,0.0,0.0,47500.0,0.004708798017348203,128750.0
64.0,6.013380975346341e-07,8.0,0.00909090909090909,0.0,0.0,47500.0,0.004686729156388752,86250.0
64.0,6.013380975346341e-07,8.0,0.00909090909090909,0.0,0.0,47500.0,0.004686729156388752,86250.0
-1024.0,-9.621502132966754e-06,-128.0,-0.1702127659574468,0.0,0.0,5000.0,0.0004930966469428008,43750.0
21190272.0,0.16604381055545525,-304.0,-0.6785714285714286,2587.0,0.16606753113365005,5000.0,0.0004928536224741252,43750.0
-96465024.0,-3.0964390045483117,496.0,0.5254237288135594,-11776.0,-3.097317201472909,5000.0,0.0004926108374384236,71250.0
-96465024.0,-3.0964390045483117,496.0,0.5254237288135594,-11776.0,-3.097317201472909,5000.0,0.0004926108374384236,71250.0
100468672.0,0.7633109452167829,-776.0,-4.6190476190476195,12265.0,0.7633659052716749,5000.0,0.0004923682914820286,113750.0
100468672.0,0.7633109452167829,-776.0,-4.6190476190476195,12265.0,0.7633659052716749,5000.0,0.0004923682914820286,113750.0
-67016384.0,-1.037311806440237,296.0,0.6379310344827587,-8181.0,-1.0374080649251838,5000.0,0.0004921259842519685,156250.0
-67016384.0,-1.037311806440237,296.0,0.6379310344827587,-8181.0,-1.0374080649251838,5000.0,0.0004921259842519685,156250.0
-9278720.0,-0.16770659096850615,352.0,0.4313725490196079,-1133.0,-0.16777728416999851,5000.0,0.0004918839153959665,198750.0
-9278720.0,-0.16770659096850615,352.0,0.4313725490196079,-1133.0,-0.16777728416999851,5000.0,0.0004918839153959665,198750.0
66212800.0,0.5447823950889413,-392.0,-0.9245283018867924,8083.0,0.5448234025343759,5000.0,0.0004916420845624387,241250.0
66212800.0,0.5447823950889413,-392.0,-0.9245283018867924,8083.0,0.5448234025343759,5000.0,0.0004916420845624387,241250.0
-47378176.0,-0.6388494076081939,544.0,0.5619834710743802,-5784.0,-0.6389748121961998,5000.0,0.0004914004914004914,283750.0
-47378176.0,-0.6388494076081939,544.0,0.5619834710743802,-5784.0,-0.6389748121961998,5000.0,0.0004914004914004914,283750.0
-1743808.0,-0.024079785776780112,-888.0,-11.1,-212.0,-0.02398190045248869,5000.0,0.0004911591355599214,326250.0
-1743808.0,-0.024079785776780112,-888.0,-11.1,-212.0,-0.02398190045248869,5000.0,0.0004911591355599214,326250.0
-22574400.0,-0.4529054127798358,344.0,0.8113207547169812,-2756.0,-0.45299145299145294,5000.0,0.0004909180166912126,368750.0
-22574400.0,-0.4529054127798358,344.0,0.8113207547169812,-2756.0,-0.45299145299145294,5000.0,0.0004909180166912126,368750.0
-43766848.0,-7.2024371234781155,376.0,0.47,-5343.0,-7.2105263157894735,32500.0,0.003180817225348667,411250.0
-43766848.0,-7.2024371234781155,376.0,0.47,-5343.0,-7.2105263157894735,32500.0,0.003180817225348667,411250.0
115794112.0,0.9501384023261884,24.0,0.029126213592233014,14135.0,0.9501882226404949,47500.0,0.004627374573794447,426250.0
64.0,6.917332344615964e-07,8.0,0.08333333333333333,0.0,0.0,47500.0,0.004164839982463832,426250.0
-384.0,-4.1504166326563085e-06,-48.0,-1.0,0.0,0.0,47500.0,0.004147566033617114,383750.0
-384.0,-4.1504166326563085e-06,-48.0,-1.0,0.0,0.0,47500.0,0.004147566033617114,383750.0
-30197888.0,-0.4845388561875382,752.0,0.94,-3687.0,-0.4846851584067306,47500.0,0.004130434782608695,341250.0
-30197888.0,-0.4845388561875382,752.0,0.94,-3687.0,-0.4846851584067306,47500.0,0.004130434782608695,341250.0
