Addressdiff,addressgrowth,Columndiff,columngrowth,Rowdiff,rowgrowth,timediff,timegrowth,delay
64.0,0.022727272727272728,8.0,0.022727272727272728,0.0,0.0,5000.0,0.024096385542168676,43750.0
64.0,0.022222222222222223,8.0,0.022222222222222223,0.0,0.0,5000.0,0.023529411764705882,43750.0
64.0,0.021739130434782608,8.0,0.021739130434782608,0.0,0.0,5000.0,0.022988505747126436,43750.0
64.0,0.02127659574468085,8.0,0.02127659574468085,0.0,0.0,5000.0,0.02247191011235955,43750.0
64.0,0.020833333333333332,8.0,0.020833333333333332,0.0,0.0,5000.0,0.02197802197802198,43750.0
64.0,0.02040816326530612,8.0,0.02040816326530612,0.0,0.0,5000.0,0.021505376344086023,43750.0
64.0,0.02,8.0,0.02,0.0,0.0,5000.0,0.021052631578947368,43750.0
64.0,0.0196078431372549,8.0,0.0196078431372549,0.0,0.0,5000.0,0.020618556701030927,43750.0
64.0,0.019230769230769232,8.0,0.019230769230769232,0.0,0.0,5000.0,0.020202020202020204,43750.0
64.0,0.018867924528301886,8.0,0.018867924528301886,0.0,0.0,5000.0,0.019801980198019802,43750.0
64.0,0.018518518518518517,8.0,0.018518518518518517,0.0,0.0,5000.0,0.019417475728155338,43750.0
64.0,0.01818181818181818,8.0,0.01818181818181818,0.0,0.0,5000.0,0.01904761904761905,43750.0
64.0,0.017857142857142856,8.0,0.017857142857142856,0.0,0.0,5000.0,0.018691588785046728,43750.0
64.0,0.017543859649122806,8.0,0.017543859649122806,0.0,0.0,5000.0,0.01834862385321101,43750.0
64.0,0.017241379310344827,8.0,0.017241379310344827,0.0,0.0,5000.0,0.018018018018018018,43750.0
64.0,0.01694915254237288,8.0,0.01694915254237288,0.0,0.0,5000.0,0.017699115044247787,43750.0
64.0,0.016666666666666666,8.0,0.016666666666666666,0.0,0.0,5000.0,0.017391304347826087,43750.0
64.0,0.01639344262295082,8.0,0.01639344262295082,0.0,0.0,5000.0,0.017094017094017096,43750.0
64.0,0.016129032258064516,8.0,0.016129032258064516,0.0,0.0,5000.0,0.01680672268907563,43750.0
64.0,0.015873015873015872,8.0,0.015873015873015872,0.0,0.0,5000.0,0.01652892561983471,43750.0
64.0,0.015625,8.0,0.015625,0.0,0.0,5000.0,0.016260162601626018,43750.0
64.0,0.015384615384615385,8.0,0.015384615384615385,0.0,0.0,5000.0,0.016,43750.0
64.0,0.015151515151515152,8.0,0.015151515151515152,0.0,0.0,5000.0,0.015748031496062992,43750.0
64.0,0.014925373134328358,8.0,0.014925373134328358,0.0,0.0,5000.0,0.015503875968992248,43750.0
64.0,0.014705882352941176,8.0,0.014705882352941176,0.0,0.0,5000.0,0.015267175572519083,43750.0
64.0,0.014492753623188406,8.0,0.014492753623188406,0.0,0.0,5000.0,0.015037593984962405,43750.0
64.0,0.014285714285714285,8.0,0.014285714285714285,0.0,0.0,5000.0,0.014814814814814815,43750.0
64.0,0.014084507042253521,8.0,0.014084507042253521,0.0,0.0,5000.0,0.014598540145985401,43750.0
64.0,0.013888888888888888,8.0,0.013888888888888888,0.0,0.0,5000.0,0.014388489208633094,43750.0
64.0,0.0136986301369863,8.0,0.0136986301369863,0.0,0.0,5000.0,0.014184397163120567,43750.0
64.0,0.013513513513513514,8.0,0.013513513513513514,0.0,0.0,5000.0,0.013986013986013986,43750.0
64.0,0.013333333333333334,8.0,0.013333333333333334,0.0,0.0,5000.0,0.013793103448275862,43750.0
64.0,0.013157894736842105,8.0,0.013157894736842105,0.0,0.0,5000.0,0.013605442176870748,43750.0
64.0,0.012987012987012988,8.0,0.012987012987012988,0.0,0.0,5000.0,0.013422818791946308,43750.0
64.0,0.01282051282051282,8.0,0.01282051282051282,0.0,0.0,5000.0,0.013245033112582781,43750.0
64.0,0.012658227848101266,8.0,0.012658227848101266,0.0,0.0,5000.0,0.013071895424836602,43750.0
64.0,0.0125,8.0,0.0125,0.0,0.0,5000.0,0.012903225806451613,43750.0
64.0,0.012345679012345678,8.0,0.012345679012345678,0.0,0.0,5000.0,0.012738853503184714,43750.0
64.0,0.012195121951219513,8.0,0.012195121951219513,0.0,0.0,5000.0,0.012578616352201259,43750.0
64.0,0.012048192771084338,8.0,0.012048192771084338,0.0,0.0,5000.0,0.012422360248447204,43750.0
64.0,0.011904761904761904,8.0,0.011904761904761904,0.0,0.0,5000.0,0.012269938650306749,43750.0
64.0,0.011764705882352941,8.0,0.011764705882352941,0.0,0.0,5000.0,0.012121212121212121,43750.0
64.0,0.011627906976744186,8.0,0.011627906976744186,0.0,0.0,5000.0,0.011976047904191617,43750.0
64.0,0.011494252873563218,8.0,0.011494252873563218,0.0,0.0,5000.0,0.011834319526627219,43750.0
64.0,0.011363636363636364,8.0,0.011363636363636364,0.0,0.0,5000.0,0.011695906432748537,43750.0
64.0,0.011235955056179775,8.0,0.011235955056179775,0.0,0.0,5000.0,0.011560693641618497,43750.0
64.0,0.011111111111111112,8.0,0.011111111111111112,0.0,0.0,5000.0,0.011428571428571429,43750.0
64.0,0.01098901098901099,8.0,0.01098901098901099,0.0,0.0,5000.0,0.011299435028248588,43750.0
64.0,0.010869565217391304,8.0,0.010869565217391304,0.0,0.0,5000.0,0.0111731843575419,43750.0
64.0,0.010752688172043012,8.0,0.010752688172043012,0.0,0.0,5000.0,0.011049723756906077,43750.0
64.0,0.010638297872340425,8.0,0.010638297872340425,0.0,0.0,5000.0,0.01092896174863388,43750.0
64.0,0.010526315789473684,8.0,0.010526315789473684,0.0,0.0,5000.0,0.010810810810810811,43750.0
64.0,0.010416666666666666,8.0,0.010416666666666666,0.0,0.0,5000.0,0.0106951871657754,43750.0
64.0,0.010309278350515464,8.0,0.010309278350515464,0.0,0.0,5000.0,0.010582010582010581,43750.0
64.0,0.01020408163265306,8.0,0.01020408163265306,0.0,0.0,5000.0,0.010471204188481676,43750.0
64.0,0.010101010101010102,8.0,0.010101010101010102,0.0,0.0,5000.0,0.010362694300518135,43750.0
31383168.0,0.9997981490883067,-48.0,-0.06451612903225806,3831.0,1.0,10000.0,0.02030456852791878,43750.0
-5304576.0,-0.2033578931097682,-544.0,-2.72,-647.0,-0.2032035175879397,5000.0,0.010050251256281407,71250.0
28019648.0,0.5178794488658408,376.0,0.6527777777777778,3420.0,0.5178679588128408,5000.0,0.009950248756218905,113750.0
-38251008.0,-2.41276966800155,-320.0,-1.25,-4669.0,-2.412919896640827,5000.0,0.009852216748768473,156250.0
-4224128.0,-0.36322712013648123,368.0,0.5897435897435898,-516.0,-0.36363636363636365,5000.0,0.00975609756097561,198750.0
106442304.0,0.9015053085012448,-568.0,-10.142857142857142,12994.0,0.9015472143204052,5000.0,0.00966183574879227,241250.0
-51508096.0,-0.7738172042493825,400.0,0.8771929824561403,-6288.0,-0.7739076923076923,5000.0,0.009569377990430622,283750.0
-29045696.0,-0.7741812772722776,392.0,0.46226415094339623,-3546.0,-0.7744048918977943,5000.0,0.009478672985781991,326250.0
19499328.0,0.341989796777398,-728.0,-6.066666666666666,2381.0,0.3420977011494253,5000.0,0.009389671361502348,368750.0
64.0,1.1224654729620517e-06,8.0,0.0625,0.0,0.0,32500.0,0.05752212389380531,411250.0
64.0,1.1224642130347279e-06,8.0,0.058823529411764705,0.0,0.0,47500.0,0.07755102040816327,383750.0
64.0,1.1224629531102327e-06,8.0,0.05555555555555555,0.0,0.0,47500.0,0.07196969696969698,341250.0
64.0,1.1224616931885657e-06,8.0,0.05263157894736842,0.0,0.0,47500.0,0.06713780918727916,298750.0
64.0,1.1224604332697273e-06,8.0,0.05,0.0,0.0,47500.0,0.06291390728476821,256250.0
64.0,1.1224591733537172e-06,8.0,0.047619047619047616,0.0,0.0,47500.0,0.059190031152647975,213750.0
64.0,1.1224579134405356e-06,8.0,0.045454545454545456,0.0,0.0,47500.0,0.05588235294117647,171250.0
64.0,1.1224566535301823e-06,8.0,0.043478260869565216,0.0,0.0,47500.0,0.052924791086350974,128750.0
64.0,1.1224553936226574e-06,8.0,0.041666666666666664,0.0,0.0,47500.0,0.05026455026455026,86250.0
64.0,1.122454133717961e-06,8.0,0.04,0.0,0.0,5000.0,0.005263157894736842,43750.0
64.0,1.1224528738160928e-06,8.0,0.038461538461538464,0.0,0.0,5000.0,0.005235602094240838,43750.0
64.0,1.1224516139170531e-06,8.0,0.037037037037037035,0.0,0.0,5000.0,0.005208333333333333,43750.0
64.0,1.1224503540208416e-06,8.0,0.03571428571428571,0.0,0.0,5000.0,0.0051813471502590676,43750.0
64.0,1.1224490941274586e-06,8.0,0.034482758620689655,0.0,0.0,5000.0,0.005154639175257732,43750.0
64.0,1.1224478342369038e-06,8.0,0.03333333333333333,0.0,0.0,5000.0,0.005128205128205128,43750.0
64.0,1.1224465743491775e-06,8.0,0.03225806451612903,0.0,0.0,5000.0,0.00510204081632653,43750.0
64.0,1.1224453144642794e-06,8.0,0.03125,0.0,0.0,5000.0,0.005076142131979695,43750.0
64.0,1.1224440545822096e-06,8.0,0.030303030303030304,0.0,0.0,5000.0,0.005050505050505051,43750.0
64.0,1.122442794702968e-06,8.0,0.029411764705882353,0.0,0.0,5000.0,0.005025125628140704,43750.0
64.0,1.1224415348265548e-06,8.0,0.02857142857142857,0.0,0.0,5000.0,0.005,43750.0
64.0,1.1224402749529697e-06,8.0,0.027777777777777776,0.0,0.0,5000.0,0.004975124378109453,43750.0
64.0,1.122439015082213e-06,8.0,0.02702702702702703,0.0,0.0,5000.0,0.0049504950495049506,43750.0
64.0,1.1224377552142846e-06,8.0,0.02631578947368421,0.0,0.0,5000.0,0.0049261083743842365,43750.0
64.0,1.1224364953491844e-06,8.0,0.02564102564102564,0.0,0.0,5000.0,0.004901960784313725,43750.0
64.0,1.1224352354869125e-06,8.0,0.025,0.0,0.0,5000.0,0.004878048780487805,43750.0
64.0,1.1224339756274686e-06,8.0,0.024390243902439025,0.0,0.0,5000.0,0.0048543689320388345,43750.0
-2112.0,-3.704169323192141e-05,-264.0,-4.125,0.0,0.0,5000.0,0.004830917874396135,43750.0
-37992704.0,-1.9970799187221617,224.0,0.7777777777777778,-4638.0,-1.9974160206718345,5000.0,0.004807692307692308,43750.0
48165312.0,0.7168583634571147,568.0,0.6635514018691588,5879.0,0.7168637970979149,5000.0,0.004784688995215311,71250.0
64415296.0,0.48946031851011806,-824.0,-25.75,7864.0,0.4895113600995954,5000.0,0.004761904761904762,113750.0
-54408704.0,-0.704812185165165,320.0,0.9090909090909091,-6642.0,-0.7048710601719198,5000.0,0.004739336492890996,156250.0
-63111552.0,-4.480928795383287,-48.0,-0.15789473684210525,-7704.0,-4.481675392670157,5000.0,0.0047169811320754715,198750.0
54452416.0,0.7944978424467896,24.0,0.07317073170731707,6647.0,0.7945254601960315,5000.0,0.004694835680751174,241250.0
-47277760.0,-2.2238796534346457,-216.0,-1.9285714285714286,-5771.0,-2.2238921001926784,5000.0,0.004672897196261682,283750.0
13105408.0,0.38136423401980835,800.0,0.8771929824561403,1599.0,0.3812589413447783,5000.0,0.004651162790697674,326250.0
42104704.0,0.5506096254536202,-272.0,-0.425,5140.0,0.5506749517891579,5000.0,0.004629629629629629,368750.0
-21358528.0,-0.3875566858861579,-248.0,-0.6326530612244898,-2607.0,-0.387542738219117,32500.0,0.029213483146067417,411250.0
60823808.0,0.5246392860632512,-224.0,-1.3333333333333333,7425.0,0.5246608253250424,47500.0,0.040948275862068964,426250.0
-82664064.0,-2.4846080896256812,176.0,0.5116279069767442,-10091.0,-2.4848559468111304,47500.0,0.039337474120082816,426250.0
85036864.0,0.7187793472945311,488.0,0.5865384615384616,10380.0,0.7187867876185859,47500.0,0.037848605577689244,426250.0
-66815936.0,-1.2976137059957518,-248.0,-0.4246575342465753,-8156.0,-1.2976929196499603,47500.0,0.036468330134357005,426250.0
-34449856.0,-2.02152294253288,-312.0,-1.1470588235294117,-4205.0,-2.0216346153846154,47500.0,0.03518518518518519,426250.0
106006464.0,0.8615049736688122,248.0,0.47692307692307695,12940.0,0.8615179760319573,47500.0,0.03398926654740608,426250.0
-85576832.0,-2.283804764239001,-400.0,-3.3333333333333335,-10446.0,-2.2837778749453435,47500.0,0.0328719723183391,426250.0
14806016.0,0.28322137626999955,384.0,0.7619047619047619,1807.0,0.28318445384735935,47500.0,0.031825795644891124,426250.0
61674432.0,0.5412335003656289,-392.0,-3.5,7529.0,0.5412652767792955,47500.0,0.030844155844155844,426250.0
-12486272.0,-0.12305947536136082,816.0,0.8793103448275862,-1525.0,-0.12313282196205087,47500.0,0.029921259842519685,426250.0
-84989184.0,-5.158312616532007,-672.0,-2.625,-10374.0,-5.1586275484833415,47500.0,0.0290519877675841,426250.0
43196096.0,0.7238891051814766,-40.0,-0.18518518518518517,5273.0,0.7239154310818232,47500.0,0.02823179791976226,426250.0
22377472.0,0.2727306055176685,640.0,0.7476635514018691,2731.0,0.272690963554668,47500.0,0.02745664739884393,426250.0
51349888.0,0.3849328022053677,-720.0,-5.294117647058823,6269.0,0.38497912060918693,47500.0,0.026722925457102673,426250.0
-115794752.0,-6.577429510389856,-104.0,-3.25,-14135.0,-6.577477896696138,47500.0,0.026027397260273973,426250.0
42022592.0,0.7047523878932551,728.0,0.9578947368421052,5129.0,0.704726573234405,47500.0,0.025367156208277702,426250.0
-45498624.0,-3.220267889093734,-32.0,-0.04395604395604396,-5554.0,-3.2215777262180976,47500.0,0.024739583333333332,426250.0
115737216.0,0.8912045741162463,80.0,0.09900990099009901,14128.0,0.8912440070653546,47500.0,0.0241423125794155,426250.0
-38528192.0,-0.4218206304295122,-152.0,-0.23170731707317074,-4703.0,-0.4218315543994977,47500.0,0.02357320099255583,426250.0
-38920896.0,-0.7425248621820113,-88.0,-0.15492957746478872,-4751.0,-0.7425758049390434,47500.0,0.02303030303030303,426250.0
-36434368.0,-2.279628235520246,-568.0,-inf,-4447.0,-2.2793439261916966,47500.0,0.022511848341232227,426250.0
78838336.0,0.8314444676179503,840.0,1.0,9623.0,0.8314325211681355,47500.0,0.0220162224797219,426250.0
-94733568.0,-1084.4043956043956,-160.0,-0.23529411764705882,-11564.0,-1156.4,47500.0,0.021541950113378686,426250.0
84924992.0,0.998972384624766,-184.0,-0.3709677419354839,10367.0,0.9990363303459574,47500.0,0.021087680355160933,426250.0
-10148032.0,-0.13555231651072233,232.0,0.31868131868131866,-1239.0,-0.1355876559422193,47500.0,0.020652173913043477,426250.0
-68307840.0,-10.418370833129972,-368.0,-1.0222222222222221,-8338.0,-10.4225,47500.0,0.02023429179978701,426250.0
36646080.0,0.8482386228964209,408.0,0.53125,4473.0,0.8482837094633037,47500.0,0.019832985386221295,426250.0
64.0,1.4813915006644042e-06,8.0,0.010309278350515464,0.0,0.0,47500.0,0.019447287615148412,426250.0
64.0,1.4813893061468769e-06,8.0,0.01020408163265306,0.0,0.0,47500.0,0.019076305220883535,383750.0
64.0,1.4813871116358514e-06,8.0,0.010101010101010102,0.0,0.0,47500.0,0.0187192118226601,341250.0
64.0,1.4813849171313277e-06,8.0,0.01,0.0,0.0,47500.0,0.0183752417794971,298750.0
64.0,1.481382722633306e-06,8.0,0.009900990099009901,0.0,0.0,47500.0,0.018043684710351376,256250.0
64.0,1.481380528141786e-06,8.0,0.00980392156862745,0.0,0.0,47500.0,0.017723880597014924,213750.0
64.0,1.4813783336567675e-06,8.0,0.009708737864077669,0.0,0.0,47500.0,0.017415215398716773,171250.0
64.0,1.481376139178251e-06,8.0,0.009615384615384616,0.0,0.0,47500.0,0.017117117117117116,128750.0
64.0,1.4813739447062362e-06,8.0,0.009523809523809525,0.0,0.0,47500.0,0.01682905225863596,86250.0
64.0,1.4813717502407229e-06,8.0,0.009433962264150943,0.0,0.0,5000.0,0.0017683465959328027,43750.0
64.0,1.4813695557817114e-06,8.0,0.009345794392523364,0.0,0.0,5000.0,0.00176522506619594,43750.0
64.0,1.4813673613292013e-06,8.0,0.009259259259259259,0.0,0.0,5000.0,0.001762114537444934,43750.0
64.0,1.481365166883193e-06,8.0,0.009174311926605505,0.0,0.0,5000.0,0.001759014951627089,43750.0
64.0,1.481362972443686e-06,8.0,0.00909090909090909,0.0,0.0,5000.0,0.001755926251097454,43750.0
64.0,1.4813607780106806e-06,8.0,0.009009009009009009,0.0,0.0,5000.0,0.0017528483786152498,43750.0
64.0,1.4813585835841767e-06,8.0,0.008928571428571428,0.0,0.0,5000.0,0.0017497812773403325,43750.0
64.0,1.4813563891641743e-06,8.0,0.008849557522123894,0.0,0.0,5000.0,0.0017467248908296944,43750.0
64.0,1.4813541947506732e-06,8.0,0.008771929824561403,0.0,0.0,5000.0,0.0017436791630340018,43750.0
64.0,1.4813520003436737e-06,8.0,0.008695652173913044,0.0,0.0,5000.0,0.0017406440382941688,43750.0
64.0,1.4813498059431755e-06,8.0,0.008620689655172414,0.0,0.0,5000.0,0.0017376194613379669,43750.0
64.0,1.4813476115491786e-06,8.0,0.008547008547008548,0.0,0.0,5000.0,0.0017346053772766695,43750.0
64.0,1.481345417161683e-06,8.0,0.00847457627118644,0.0,0.0,5000.0,0.0017316017316017316,43750.0
64.0,1.4813432227806887e-06,8.0,0.008403361344537815,0.0,0.0,5000.0,0.001728608470181504,43750.0
64.0,1.4813410284061956e-06,8.0,0.008333333333333333,0.0,0.0,5000.0,0.001725625539257981,43750.0
64.0,1.4813388340382037e-06,8.0,0.008264462809917356,0.0,0.0,5000.0,0.0017226528854435831,43750.0
64.0,1.4813366396767132e-06,8.0,0.00819672131147541,0.0,0.0,5000.0,0.0017196904557179708,43750.0
64.0,1.4813344453217237e-06,8.0,0.008130081300813009,0.0,0.0,5000.0,0.0017167381974248926,43750.0
-4224.0,-9.77776329220253e-05,-528.0,-1.1578947368421053,0.0,0.0,5000.0,0.001713796058269066,43750.0
84509760.0,0.6617326479128184,136.0,0.22972972972972974,10316.0,0.6617486689332222,5000.0,0.001710863986313088,43750.0
-44055616.0,-0.5266395684482483,120.0,0.16853932584269662,-5378.0,-0.5266869062775438,5000.0,0.0017079419299743809,71250.0
-34459008.0,-0.70045467850522,-432.0,-1.542857142857143,-4206.0,-0.7004163197335553,5000.0,0.0017050298380221654,113750.0
7887808.0,0.1381813656351116,-136.0,-0.9444444444444444,963.0,0.138203214695752,5000.0,0.001702127659574468,156250.0
30281280.0,0.3466093605661847,456.0,0.76,3696.0,0.34658664666166544,5000.0,0.0016992353440951572,198750.0
-75880000.0,-6.607288148816888,312.0,0.34210526315789475,-9263.0,-6.611705924339757,5000.0,0.0016963528413910093,241250.0
120494336.0,0.9129837268192764,-224.0,-0.32558139534883723,14709.0,0.9130353817504655,5000.0,0.001693480101608806,283750.0
-64251904.0,-0.9486935732307722,-256.0,-0.5925925925925926,-7843.0,-0.9487117454941333,5000.0,0.0016906170752324597,326250.0
64740096.0,0.4887268974593607,-160.0,-0.5882352941176471,7903.0,0.48874458874458876,5000.0,0.0016877637130801688,368750.0
-129368512.0,-41.75462188345624,-56.0,-0.25925925925925924,-15792.0,-41.77777777777778,32500.0,0.010851419031719533,411250.0
90774016.0,0.9669944878319828,-192.0,-8.0,11081.0,0.9670128283445327,47500.0,0.015612161051766639,426250.0
-24310336.0,-0.34947732370600587,440.0,0.9482758620689655,-2968.0,-0.34954657873042044,47500.0,0.015372168284789644,426250.0
58293568.0,0.45593302041353667,-88.0,-0.23404255319148937,7116.0,0.45594925354007815,47500.0,0.015139442231075698,426250.0
-87092288.0,-2.1365386245811915,632.0,0.626984126984127,-10632.0,-2.1370854271356783,47500.0,0.014913657770800628,426250.0
47386496.0,0.5375680659822557,-528.0,-1.1,5785.0,0.537639405204461,47500.0,0.014694508894044857,426250.0
-9707328.0,-0.123750982121513,24.0,0.047619047619047616,-1185.0,-0.1237597911227154,47500.0,0.014481707317073171,426250.0
14608768.0,0.1569970940729405,304.0,0.37623762376237624,1783.0,0.15698186300405,47500.0,0.014274981217129978,426250.0
-39738624.0,-0.7453893055177075,96.0,0.10619469026548672,-4851.0,-0.7455048409405256,47500.0,0.014074074074074074,426250.0
-8623872.0,-0.19297655174784215,-736.0,-4.380952380952381,-1052.0,-0.1928505957836847,47500.0,0.013878743608473338,426250.0
86189824.0,0.6585482379508425,224.0,0.5714285714285714,10521.0,0.6585503254882323,47500.0,0.013688760806916427,426250.0
-36789568.0,-0.3910083393418314,88.0,0.18333333333333332,-4491.0,-0.3910317805833696,47500.0,0.013503909026297086,426250.0
19487936.0,0.1715836291211903,-104.0,-0.2765957446808511,2379.0,0.17159549913444894,47500.0,0.01332398316970547,426250.0
-62079104.0,-1.2054711782594485,-16.0,-0.044444444444444446,-7578.0,-1.2055361119949093,47500.0,0.01314878892733564,426250.0
13286016.0,0.20508235638139702,-176.0,-0.9565217391304348,1622.0,0.20510875063227113,47500.0,0.012978142076502733,426250.0
-50317952.0,-3.4783943653248035,688.0,0.7889908256880734,-6143.0,-3.4804532577903684,47500.0,0.012811867835468645,426250.0
84568320.0,0.853930667328418,-736.0,-5.411764705882353,10324.0,0.8539995036810324,47500.0,0.012649800266311585,426250.0
-39042368.0,-0.6507949885424357,88.0,0.39285714285714285,-4766.0,-0.6508261641403796,47500.0,0.012491781722550954,426250.0
-5040640.0,-0.09172944240238898,704.0,0.7586206896551724,-616.0,-0.09184434173251826,47500.0,0.012337662337662338,426250.0
4176256.0,0.0706314552110371,-208.0,-0.28888888888888886,510.0,0.07066648191769433,47500.0,0.012187299550994226,426250.0
16321152.0,0.21632153799695306,-688.0,-21.5,1993.0,0.21639522258414767,47500.0,0.012040557667934094,426250.0
24617408.0,0.24601175160582042,56.0,0.6363636363636364,3005.0,0.24600900532132625,47500.0,0.011897307451471509,426250.0
-44922688.0,-0.8146536616164547,280.0,0.7608695652173914,-5484.0,-0.8147377804189571,47500.0,0.011757425742574257,426250.0
-13496576.0,-0.32407296420942633,480.0,0.5660377358490566,-1648.0,-0.32421798150698405,47500.0,0.011620795107033639,426250.0
-28799040.0,-2.24157513263095,-520.0,-1.5853658536585367,-3515.0,-2.2417091836734695,47500.0,0.011487303506650543,426250.0
16428736.0,0.561159398746076,472.0,0.59,2005.0,0.5611530926392387,47500.0,0.011356843992827256,426250.0
3847744.0,0.11616125510805406,-312.0,-0.639344262295082,470.0,0.11625030917635419,47500.0,0.011229314420803783,426250.0
16510976.0,0.3326469378466093,512.0,0.512,2015.0,0.33261802575107297,47500.0,0.011104617182933957,426250.0
-671168.0,-0.013707385806640507,-952.0,-19.833333333333332,-81.0,-0.013551949138363727,47500.0,0.010982658959537572,426250.0
-12614144.0,-0.3470207723701771,192.0,0.8,-1540.0,-0.3470813612801442,47500.0,0.010863350485991996,426250.0
-9332288.0,-0.34541595503009603,-200.0,-5.0,-1139.0,-0.34536082474226804,47500.0,0.010746606334841629,426250.0
48613184.0,0.642770345171909,232.0,0.8529411764705882,5934.0,0.6427642980935875,47500.0,0.010632344711807499,426250.0
-73930112.0,-43.472753274123136,336.0,0.5526315789473685,-9025.0,-43.59903381642512,47500.0,0.010520487264673311,426250.0
60533312.0,0.9726739372997877,328.0,0.3504273504273504,7389.0,0.9727488151658767,47500.0,0.010410958904109589,426250.0
-44501184.0,-2.509549795361528,-280.0,-0.4268292682926829,-5432.0,-2.510166358595194,47500.0,0.010303687635574838,426250.0
14125312.0,0.4433828463062144,288.0,0.3050847457627119,1724.0,0.4434156378600823,47500.0,0.010198604401502952,426250.0
