address,addressgrowth,column,columngrowth,row,rowgrowth,time,timegrowth,growthlog,delay
64.0,1.4813717502407229e-06,8.0,0.009433962264150943,0.0,0.0,5000.0,0.0017683465959328027,-6.3377102955561755,43750.0
64.0,1.4813695557817114e-06,8.0,0.009345794392523364,0.0,0.0,5000.0,0.00176522506619594,-6.339477080468061,43750.0
64.0,1.4813673613292013e-06,8.0,0.009259259259259259,0.0,0.0,5000.0,0.001762114537444934,-6.341240749355558,43750.0
64.0,1.481365166883193e-06,8.0,0.009174311926605505,0.0,0.0,5000.0,0.001759014951627089,-6.343001313190591,43750.0
64.0,1.481362972443686e-06,8.0,0.00909090909090909,0.0,0.0,5000.0,0.001755926251097454,-6.3447587828872365,43750.0
64.0,1.4813607780106806e-06,8.0,0.009009009009009009,0.0,0.0,5000.0,0.0017528483786152498,-6.34651316930213,43750.0
64.0,1.4813585835841767e-06,8.0,0.008928571428571428,0.0,0.0,5000.0,0.0017497812773403325,-6.348264483234865,43750.0
64.0,1.4813563891641743e-06,8.0,0.008849557522123894,0.0,0.0,5000.0,0.0017467248908296944,-6.350012735428394,43750.0
64.0,1.4813541947506732e-06,8.0,0.008771929824561403,0.0,0.0,5000.0,0.0017436791630340018,-6.351757936569426,43750.0
64.0,1.4813520003436737e-06,8.0,0.008695652173913044,0.0,0.0,5000.0,0.0017406440382941688,-6.35350009728881,43750.0
64.0,1.4813498059431755e-06,8.0,0.008620689655172414,0.0,0.0,5000.0,0.0017376194613379669,-6.355239228161937,43750.0
64.0,1.4813476115491786e-06,8.0,0.008547008547008548,0.0,0.0,5000.0,0.0017346053772766695,-6.3569753397091135,43750.0
64.0,1.481345417161683e-06,8.0,0.00847457627118644,0.0,0.0,5000.0,0.0017316017316017316,-6.358708442395948,43750.0
64.0,1.4813432227806887e-06,8.0,0.008403361344537815,0.0,0.0,5000.0,0.001728608470181504,-6.360438546633731,43750.0
64.0,1.4813410284061956e-06,8.0,0.008333333333333333,0.0,0.0,5000.0,0.001725625539257981,-6.362165662779806,43750.0
64.0,1.4813388340382037e-06,8.0,0.008264462809917356,0.0,0.0,5000.0,0.0017226528854435831,-6.3638898011379466,43750.0
64.0,1.4813366396767132e-06,8.0,0.00819672131147541,0.0,0.0,5000.0,0.0017196904557179708,-6.365610971958719,43750.0
64.0,1.4813344453217237e-06,8.0,0.008130081300813009,0.0,0.0,5000.0,0.0017167381974248926,-6.367329185439855,43750.0
-4224.0,-9.77776329220253e-05,-528.0,-1.1578947368421053,0.0,0.0,5000.0,0.001713796058269066,-6.3690444517266105,43750.0
84509760.0,0.6617326479128184,136.0,0.22972972972972974,10316.0,0.6617486689332222,5000.0,0.001710863986313088,-6.3707567809121235,43750.0
-44055616.0,-0.5266395684482483,120.0,0.16853932584269662,-5378.0,-0.5266869062775438,5000.0,0.0017079419299743809,-6.372466183037772,71250.0
-34459008.0,-0.70045467850522,-432.0,-1.542857142857143,-4206.0,-0.7004163197335553,5000.0,0.0017050298380221654,-6.3741726680935304,113750.0
7887808.0,0.1381813656351116,-136.0,-0.9444444444444444,963.0,0.138203214695752,5000.0,0.001702127659574468,-6.375876246018314,156250.0
30281280.0,0.3466093605661847,456.0,0.76,3696.0,0.34658664666166544,5000.0,0.0016992353440951572,-6.377576926700331,198750.0
-75880000.0,-6.607288148816888,312.0,0.34210526315789475,-9263.0,-6.611705924339757,5000.0,0.0016963528413910093,-6.379274719977426,241250.0
120494336.0,0.9129837268192764,-224.0,-0.32558139534883723,14709.0,0.9130353817504655,5000.0,0.001693480101608806,-6.380969635637417,283750.0
-64251904.0,-0.9486935732307722,-256.0,-0.5925925925925926,-7843.0,-0.9487117454941333,5000.0,0.0016906170752324597,-6.3826616834184415,326250.0
64740096.0,0.4887268974593607,-160.0,-0.5882352941176471,7903.0,0.48874458874458876,5000.0,0.0016877637130801688,-6.384350873009287,368750.0
-82739712.0,-1.8131186626088664,-64.0,-0.11428571428571428,-10100.0,-1.8132854578096949,5000.0,0.0009220839096357768,-6.988874330266929,113750.0
80732544.0,0.6388763398491549,48.0,0.07894736842105263,9855.0,0.6388978930307941,5000.0,0.0009212344541685859,-6.989795989318346,156250.0
-86403648.0,-2.1621010891724946,-328.0,-1.1714285714285715,-10547.0,-2.162156621566216,5000.0,0.0009203865623561896,-6.990716799696484,198750.0
-37252544.0,-13.7449466326627,584.0,0.6759259259259259,-4548.0,-13.781818181818181,5000.0,0.0009195402298850574,-6.991636762962839,241250.0
34878272.0,0.9278963292645759,-408.0,-0.8947368421052632,4258.0,0.9280732345248475,5000.0,0.0009186954524575103,-6.992555880674602,283750.0
7686784.0,0.1697786485390012,336.0,0.42424242424242425,938.0,0.16974303293521534,5000.0,0.0009178522257916476,-6.993474154384675,326250.0
-8785088.0,-0.240751718815771,-408.0,-1.0625,-1072.0,-0.24068253255500674,5000.0,0.0009170105456212746,-6.994391585641684,368750.0
64.0,7.027367379522814e-07,8.0,0.03125,0.0,0.0,5000.0,0.0008250825082508251,-7.10002716662926,43750.0
64.0,7.027362441137055e-07,8.0,0.030303030303030304,0.0,0.0,5000.0,0.0008244023083264633,-7.10085190894405,43750.0
64.0,7.027357502758238e-07,8.0,0.029411764705882353,0.0,0.0,5000.0,0.0008237232289950577,-7.101675971619444,43750.0
-1600.0,-1.7568702410777344e-05,-200.0,-2.7777777777777777,0.0,0.0,5000.0,0.0008230452674897119,-7.102499355774649,43750.0
17358848.0,0.16009283344459416,0.0,0.0,2119.0,0.16009368389241463,5000.0,0.0008223684210526315,-7.103322062526113,43750.0
